unique_id,url_len,ip_add,website_domain,registered_domain,https,js_len,js_obf_len,server_loc,most_visitors_loc,website_exist_time,unique_users_day,label
653123,32,87.188.114.125,org,complete,yes,199,15,Europe,Oceania,250.9552492,862,good
28166,31,74.94.212.85,com,complete,yes,181,62,Americas,Africa,237.9557748,284,good
703351,35,6.169.132.213,org,incomplete,yes,134,82,Americas,Asia,148.6469825,550,good
762295,33,84.43.225.145,org,complete,yes,150,47,Europe,Asia,28.73287601,143,good
559700,28,132.171.110.58,com,complete,no,119,7,Europe,Americas,114.8157673,325,good
655852,42,202.154.184.120,com,complete,yes,266,29,Asia,Oceania,114.9331871,38,good
799025,29,137.210.158.75,org,complete,yes,141,28,Americas,Americas,189.5376491,164,good
68791,51,120.128.90.164,com,complete,yes,34,36,Asia,Asia,328.7689253,1002,good
632799,35,99.198.137.62,com,complete,yes,146,26,Americas,Asia,43.49930472,75,good
1160423,28,208.109.199.124,com,complete,yes,208,38,Americas,Asia,194.7963857,46,good
1108672,37,115.114.67.51,com,incomplete,no,128,63,Asia,Europe,205.7659502,379,good
828053,22,171.5.129.230,net,complete,yes,215,27,Asia,Americas,224.7258596,269,good
348467,28,42.232.31.86,com,complete,yes,223,35,Asia,Europe,6.404852489,18,good
227533,23,62.53.98.115,com,complete,yes,130,27,Europe,Asia,140.9548203,70,good
567232,22,28.233.158.200,de,incomplete,yes,102,77,Americas,Americas,124.6035465,129,good
971325,30,176.205.102.220,org,incomplete,no,123,52,Asia,Africa,174.3675339,204,good
79791,28,17.130.213.59,com,complete,yes,118,43,Americas,Oceania,358.9566468,380,good
1191075,57,218.87.140.56,net,complete,yes,200,94,Asia,Europe,337.2221002,1205,good
346402,27,219.135.110.7,org,complete,yes,115,40,Asia,Oceania,330.9918215,1438,good
940565,26,174.31.60.150,com,complete,no,76,50,Americas,Africa,15.09699332,18,good
921033,31,3.18.142.209,org,complete,no,122,86,Americas,Asia,275.2086192,2298,good
150769,25,66.21.29.231,com,complete,no,48,34,Americas,Europe,203.4600155,151,good
382613,28,181.27.112.208,com,complete,yes,87,42,Americas,Europe,148.018167,99,good
1073603,36,214.185.21.87,com,complete,yes,210,12,Americas,Americas,80.39099089,240,good
1149700,25,130.110.114.113,edu,complete,yes,245,61,Americas,Americas,243.7659723,2058,good
807436,33,119.157.70.85,com,complete,yes,211,34,Asia,Oceania,133.4842285,58,good
352241,34,194.199.11.203,org,complete,yes,251,48,Europe,Asia,317.1825055,1111,good
988300,39,164.157.167.242,org,complete,yes,205,49,Americas,Europe,48.9462366,109,good
176195,33,57.3.137.98,com,complete,yes,134,19,Europe,Asia,121.8642814,395,good
423022,30,132.145.55.59,com,complete,no,50,63,Europe,Africa,268.0926953,455,good
917074,29,81.194.236.226,com,complete,yes,184,65,Europe,Africa,226.6585643,7,good
1098632,32,8.181.88.94,net,complete,yes,241,-3,Asia,Americas,163.7701467,219,good
1038239,26,123.21.177.99,com,complete,yes,219,51,Asia,Africa,7.765978022,107,good
427408,24,66.53.111.100,org,complete,yes,180,76,Americas,Asia,132.6133898,275,good
667863,23,55.137.40.68,com,incomplete,yes,166,48,Americas,Asia,291.6215863,302,good
1127383,21,100.148.118.94,org,complete,no,100,79,Americas,Europe,267.0447891,84,good
799456,28,9.37.131.164,com,complete,yes,177,70,Americas,Africa,93.10432485,218,good
661278,24,146.153.97.81,com,complete,yes,76,39,Americas,Europe,18.98741687,20,good
726907,31,150.63.215.210,com,incomplete,yes,240,49,Asia,Americas,112.7273169,104,good
925560,35,102.78.95.46,com,complete,yes,157,56,Africa,Oceania,177.3274895,576,good
635618,67,91.115.82.123,com,incomplete,no,729,587,Europe,Europe,282.6918566,552,bad
158828,30,176.212.240.134,org,complete,yes,87,33,Europe,Europe,241.8745421,280,good
23996,29,77.32.187.114,com,complete,no,608,474,Europe,Asia,229.8529667,609,bad
1116691,42,93.161.130.86,org,complete,yes,116,55,Europe,Europe,51.9350359,153,good
374699,36,150.205.58.213,net,complete,yes,121,72,Europe,Asia,28.73855272,83,good
644998,39,164.191.79.109,com,complete,yes,149,26,Americas,Asia,89.54147978,133,good
113791,33,131.169.133.210,com,incomplete,yes,228,44,Europe,Asia,92.83837856,20,good
1628,32,107.184.81.6,com,incomplete,no,172,84,Americas,Americas,110.3148108,189,good
600939,38,39.51.138.143,altervista.org,incomplete,no,237,28,Asia,Africa,351.291117,455,good
1100724,66,63.107.237.187,com,complete,yes,94,73,Americas,Americas,120.4109342,219,good
890918,75,111.187.168.109,com,complete,yes,141,49,Asia,Americas,259.937882,198,good
933070,29,191.96.5.5,co.uk,complete,yes,199,58,Americas,Asia,29.727852,53,good
61158,39,105.212.39.178,net,complete,no,178,60,Africa,Oceania,232.2877998,255,good
463529,35,218.206.237.136,com,complete,yes,207,80,Asia,Europe,83.84105079,71,good
693689,23,53.202.131.57,com,complete,no,144,22,Europe,Americas,304.3371712,625,good
775537,26,26.115.55.64,com,complete,yes,244,41,Americas,Europe,116.0827975,212,good
616953,39,14.167.66.215,org,incomplete,yes,202,47,Asia,Africa,257.2788552,650,good
785945,39,185.223.11.233,com,complete,yes,239,47,Europe,Asia,204.9925575,466,good
1144768,30,130.178.110.174,net,incomplete,no,432,350,Americas,Africa,121.6791941,90,bad
1011044,27,134.123.136.18,net,complete,no,85,80,Americas,Asia,123.444886,322,good
998179,38,198.156.235.73,de,complete,yes,194,5,Americas,Americas,175.0991691,60,good
270000,39,37.188.126.138,com,incomplete,yes,127,37,Europe,Americas,146.1060156,77,good
118550,34,153.166.247.129,org,incomplete,yes,148,40,Asia,Americas,161.8613393,298,good
616812,23,116.193.163.8,com,complete,no,231,54,Asia,Oceania,348.0056572,676,good
158961,27,70.167.106.227,com,complete,yes,196,63,Americas,Americas,324.9234579,980,good
1188117,26,72.43.138.199,com,complete,yes,57,63,Americas,Africa,145.2904907,278,good
583534,29,108.166.158.123,co.uk,complete,yes,178,58,Americas,Asia,114.7190333,1147,good
33796,32,148.17.130.14,com,complete,no,174,47,Americas,Asia,350.37273,985,good
779346,37,59.133.161.50,net,complete,yes,99,83,Asia,Africa,208.9783959,676,good
411492,25,89.214.134.120,cc.ia.us,complete,no,140,26,Europe,Africa,41.56008387,3,good
513329,78,68.153.33.56,com,complete,yes,117,46,Americas,Africa,118.9749181,560,good
42381,39,120.6.156.25,com,complete,yes,149,31,Asia,Europe,325.8298877,960,good
1022154,21,176.62.14.130,com,complete,yes,107,32,Europe,Africa,261.0057206,341,good
930925,22,204.29.233.143,gov,complete,no,75,83,Americas,Africa,121.8175255,516,good
602386,44,83.79.13.109,org,complete,yes,139,62,Europe,Americas,344.51021,4452,good
990825,51,81.80.167.40,com.au,complete,yes,61,20,Europe,Africa,220.0257563,226,good
127217,24,208.180.116.185,org,incomplete,yes,249,71,Americas,Europe,95.01770545,207,good
416462,25,150.214.143.226,com,incomplete,yes,116,55,Europe,Americas,195.5591803,290,good
549343,28,67.66.215.229,com,incomplete,no,251,57,Americas,Oceania,210.9009884,354,good
714373,55,18.75.59.244,com,complete,yes,167,68,Americas,Asia,145.5559905,441,good
895129,52,106.204.200.233,edu,complete,yes,175,0,Asia,Africa,82.20981079,142,good
785988,49,23.111.241.49,com,complete,yes,115,15,Europe,Oceania,352.0836649,17,good
926119,33,66.141.165.84,com,complete,no,230,-13,Americas,Asia,4.324834478,16,good
392078,25,101.55.153.131,ac.uk,complete,yes,201,51,Asia,Oceania,9.014468456,74,good
44298,77,34.205.20.239,com,complete,yes,238,63,Americas,Oceania,204.8674433,75,good
359354,31,140.244.123.70,com,complete,yes,205,54,Americas,Oceania,134.2123735,1689,good
1072013,31,219.106.63.155,com,incomplete,yes,212,49,Asia,Oceania,166.6210714,111,good
15065,21,165.23.216.219,com,complete,yes,177,83,Americas,Africa,102.7106069,475,good
187935,73,19.49.98.246,com,complete,yes,228,25,Americas,Europe,318.7785852,1320,good
496871,58,152.180.23.49,com,complete,yes,155,70,Americas,Oceania,328.2948064,580,good
826099,32,209.195.206.166,com,complete,yes,139,27,Americas,Europe,265.3304443,2984,good
1159500,69,50.207.41.196,com,complete,no,169,54,Americas,Europe,205.7762257,517,good
794374,45,118.101.69.85,com,complete,yes,231,53,Asia,Americas,276.9726141,952,good
606018,34,69.27.69.40,com,incomplete,yes,47,58,Americas,Africa,238.5141926,336,good
139670,48,3.139.113.9,org,complete,yes,208,64,Americas,Americas,147.3844744,105,good
1167070,35,56.82.148.70,com,complete,no,157,37,Americas,Africa,281.6081036,759,good
98887,28,180.5.164.187,com,complete,yes,108,82,Asia,Europe,5.774712285,25,good
112955,31,128.156.16.23,com,complete,yes,254,20,Americas,Europe,286.6473486,312,good
154981,33,199.63.201.129,co.uk,incomplete,no,410,30,Americas,Europe,123.0235927,117,bad
123816,32,11.121.37.111,com,complete,yes,174,50,Americas,Americas,107.3996411,188,good
34028,25,218.97.152.179,com,complete,yes,252,52,Asia,Europe,75.16395053,330,good
577010,55,150.64.217.175,com,incomplete,yes,109,20,Asia,Americas,2.299554987,21,good
1069775,55,23.53.131.107,edu,complete,yes,29,67,Americas,Africa,302.4189095,5313,good
825187,29,62.77.228.218,co.uk,complete,yes,197,55,Europe,Africa,306.3674176,459,good
376275,25,86.134.213.247,com,complete,yes,151,22,Europe,Europe,115.1544136,225,good
605027,26,177.131.135.232,com.au,complete,yes,123,40,Americas,Europe,130.2996299,412,good
300811,29,200.66.7.197,com,complete,no,180,63,Americas,Europe,85.53144069,338,good
515247,28,18.90.42.41,com,complete,yes,67,56,Americas,Asia,309.3925187,259,good
301973,30,200.134.84.161,com,incomplete,yes,198,18,Americas,Europe,74.26541023,159,good
650950,18,101.241.79.79,org,complete,yes,244,80,Asia,Americas,105.2959435,227,good
94332,29,216.154.180.96,com,incomplete,yes,78,60,Americas,Europe,138.3603065,422,good
930555,26,43.90.20.109,com,complete,yes,112,51,Asia,Americas,244.1503421,664,good
681376,31,174.6.178.160,com,complete,no,222,59,Americas,Americas,230.3959948,1514,good
300631,84,17.38.1.108,com,complete,yes,216,95,Americas,Europe,355.847065,704,good
218255,39,116.245.80.88,com,complete,yes,85,52,Asia,Europe,139.990538,323,good
1094151,27,79.91.5.14,ac.uk,complete,yes,199,4,Europe,Asia,184.4981199,330,good
264399,25,119.187.138.225,org,complete,yes,202,41,Asia,Europe,146.7720698,790,good
1128307,29,183.184.103.30,com,incomplete,yes,247,29,Asia,Oceania,364.1979896,742,good
1020200,61,149.132.175.112,fr,complete,yes,120,120,Europe,Africa,195.265052,3996,good
787789,29,65.119.29.28,pl,complete,yes,224,31,Americas,Americas,175.2098995,1636,good
1110891,29,130.133.89.97,com,incomplete,yes,218,31,Europe,Asia,238.6742349,1016,good
427770,29,176.31.111.200,net,complete,yes,195,26,Europe,Oceania,311.6732982,373,good
816433,55,164.47.98.111,com,complete,yes,193,49,Americas,Africa,203.9226495,302,good
191830,27,108.240.37.204,org,complete,yes,122,45,Americas,Asia,146.939891,326,good
846345,21,74.219.150.212,org,complete,yes,245,91,Americas,Asia,350.1750118,4313,good
332424,31,73.79.116.53,net,complete,yes,273,64,Americas,Africa,272.6189146,390,good
927912,33,28.136.70.40,ca,complete,yes,117,95,Americas,Europe,104.8103249,614,good
765083,24,153.28.38.208,com,complete,no,120,58,Americas,Oceania,164.6260016,448,good
1159014,29,130.150.78.115,se,complete,yes,117,44,Americas,Asia,231.5573561,367,good
851204,36,166.148.81.236,com,complete,no,215,33,Americas,Europe,243.0096152,490,good
783713,21,139.42.223.124,org,complete,yes,185,35,Americas,Africa,253.8105126,261,good
214209,24,38.97.142.199,org.uk,complete,yes,101,-19,Americas,Africa,292.132494,508,good
639626,39,104.88.223.155,com,complete,no,53,76,Americas,Oceania,131.2005805,738,good
761153,51,34.67.66.245,com,complete,no,184,70,Americas,Europe,126.2237495,225,good
240187,22,66.70.236.241,us,incomplete,yes,255,52,Americas,Europe,323.290566,15,good
822062,56,52.133.247.68,com,complete,yes,141,81,Americas,Africa,104.4858803,96,good
39045,26,88.112.194.105,org,complete,yes,171,60,Europe,Asia,69.26408385,4,good
458202,34,197.124.4.85,com,complete,yes,175,114,Africa,Europe,189.7473124,154,good
890555,28,139.136.245.75,com,complete,yes,164,107,Americas,Europe,304.1576146,247,good
1070404,40,168.155.196.33,com.au,complete,no,177,88,Africa,Oceania,361.8859094,798,good
444297,35,120.4.244.120,org,complete,no,201,50,Asia,Oceania,146.7535851,2284,good
293013,29,150.157.30.199,org,complete,yes,90,97,Americas,Africa,97.93995986,308,good
807409,31,156.44.202.243,com.au,complete,yes,203,37,Americas,Americas,349.3362759,1115,good
14386,51,97.50.101.180,com,complete,yes,174,58,Americas,Oceania,226.1839238,374,good
754134,25,33.106.247.241,com,complete,no,272,61,Americas,Oceania,159.7637435,429,good
801684,39,43.42.183.113,com,complete,no,568,361,Asia,Africa,51.45138988,25,bad
409253,26,122.155.22.104,com,complete,yes,211,45,Asia,Africa,244.5910801,829,good
160247,46,59.61.121.178,com,complete,yes,201,68,Asia,Americas,268.1105333,231,good
501911,24,109.80.207.40,com,complete,yes,133,50,Europe,Oceania,195.3007015,186,good
477983,23,107.77.228.74,com.au,complete,yes,202,28,Americas,Asia,220.5088347,2381,good
637035,28,67.151.94.79,ltd.uk,complete,yes,193,48,Americas,Oceania,107.5986467,277,good
56024,32,182.66.183.118,com,incomplete,yes,148,42,Asia,Africa,189.9128405,258,good
413400,33,65.193.22.121,com,complete,yes,198,46,Americas,Europe,166.1274868,308,good
492751,30,14.71.1.105,com,complete,no,215,45,Asia,Asia,152.5404342,441,good
353078,32,165.87.29.199,de,complete,no,136,61,Americas,Americas,203.978528,3110,good
169910,61,90.233.208.37,co.uk,complete,yes,270,81,Europe,Americas,105.9028556,489,good
72046,28,198.50.155.81,com,complete,yes,144,40,Americas,Asia,277.5764102,198,good
39941,31,120.17.231.136,com,incomplete,no,185,-4,Oceania,Africa,76.95397923,170,good
569221,60,77.95.34.157,edu,complete,yes,224,53,Europe,Africa,301.7630872,1080,good
558338,23,140.182.52.239,com,complete,yes,58,33,Americas,Oceania,118.9874868,356,good
951934,26,53.221.160.22,com,complete,yes,206,50,Europe,Americas,307.3955957,826,good
558777,21,197.16.38.236,com,complete,yes,170,55,Africa,Asia,173.3721336,782,good
602976,55,93.185.44.163,com,complete,yes,130,71,Asia,Asia,288.8837499,645,good
72422,22,61.135.182.112,com,complete,yes,83,68,Asia,Oceania,96.91184654,912,good
581979,84,191.118.249.32,com,incomplete,yes,146,66,Americas,Africa,28.37396568,89,good
780213,41,15.147.236.71,com,incomplete,yes,187,69,Americas,Oceania,235.1166246,1223,good
101038,29,46.212.94.228,mil,complete,no,159,78,Europe,Asia,361.3656204,890,good
215096,23,54.139.42.104,com,complete,no,255,63,Americas,Oceania,304.5311407,239,good
639550,24,20.243.5.101,com,complete,yes,234,66,Americas,Oceania,338.0047434,111,good
522909,26,141.15.7.180,net,complete,yes,103,15,Europe,Americas,184.3598872,539,good
426387,27,75.165.88.110,com,complete,yes,118,56,Americas,Europe,102.5691253,679,good
252919,63,46.128.2.40,co.uk,complete,yes,85,24,Europe,Europe,327.5476702,647,good
415893,35,4.168.153.217,org,complete,yes,202,13,Americas,Europe,323.0269403,260,good
806062,52,38.136.4.48,com,complete,yes,200,37,Americas,Asia,318.7846068,627,good
11746,17,67.214.88.40,com,complete,yes,232,-1,Americas,Asia,348.8591659,686,good
100914,37,74.164.6.229,com,complete,yes,151,-26,Americas,Americas,136.8801169,113,good
369232,60,97.36.249.202,com,complete,yes,140,46,Americas,Africa,258.0523818,62,good
946948,24,133.216.187.217,com,incomplete,yes,97,38,Asia,Africa,229.9491554,2232,good
774065,30,207.125.160.209,com,complete,yes,80,28,Americas,Asia,98.35525721,40,good
193074,54,34.135.213.6,co.uk,complete,yes,82,81,Americas,Asia,190.5505276,457,good
12609,37,209.190.235.86,com,complete,yes,220,51,Americas,Africa,146.1110245,261,good
512698,38,17.47.246.89,com,complete,no,96,-4,Americas,Asia,30.36337343,53,good
754146,30,25.70.175.154,co.uk,complete,no,34,99,Europe,Americas,288.1031123,608,good
530810,29,36.5.232.111,com,incomplete,no,152,89,Asia,Africa,348.9989522,1595,good
449237,46,110.29.131.86,com,complete,yes,170,28,Asia,Americas,192.6078957,434,good
459279,54,107.132.24.247,com,complete,yes,228,107,Americas,Oceania,290.9838508,545,good
25019,43,74.205.79.82,com,complete,yes,66,35,Americas,Americas,2.94385067,33,good
865849,39,5.139.227.57,com,complete,no,100,3,Europe,Africa,13.41922112,12,good
596506,54,43.216.238.248,com,complete,no,84,38,Asia,Asia,268.3600427,782,good
578761,37,215.108.197.47,org,complete,yes,158,34,Americas,Americas,86.31471652,119,good
941039,42,19.1.106.126,org,complete,yes,187,80,Americas,Europe,62.68802636,52,good
265986,38,176.95.212.236,edu,complete,no,258,15,Europe,Americas,332.3314788,1287,good
481566,37,26.41.188.151,com,complete,yes,107,41,Americas,Americas,289.8849842,194,good
656658,31,7.176.221.88,ac.uk,complete,yes,179,49,Americas,Europe,314.2753028,281,good
593932,30,34.132.43.3,ca,complete,yes,205,28,Americas,Asia,204.1467318,248,good
832948,28,188.195.215.88,co.uk,complete,yes,123,33,Europe,Oceania,250.5416159,685,good
200925,21,97.226.164.176,com,complete,yes,117,52,Americas,Africa,8.207952281,23,good
398602,36,61.25.231.59,com,complete,yes,70,47,Asia,Asia,8.985926853,79,good
1186,26,214.124.117.189,com,incomplete,yes,77,63,Americas,Oceania,128.4390881,537,good
550570,97,187.111.22.185,com,complete,yes,245,50,Americas,Americas,281.4141749,597,good
129069,56,138.55.124.115,com,complete,no,192,21,Americas,Oceania,10.51956307,23,good
543387,36,6.5.114.93,com,complete,yes,249,54,Americas,Africa,161.2334589,292,good
378998,30,173.178.242.215,edu,complete,yes,41,82,Americas,Oceania,342.8365543,109,good
37402,29,25.203.203.171,com,complete,no,235,53,Europe,Asia,119.8495122,291,good
766583,24,132.168.239.85,com,incomplete,yes,45,21,Europe,Asia,325.3382507,97,good
859649,51,191.193.92.132,org,incomplete,yes,136,11,Americas,Asia,182.9972375,118,good
757650,46,204.187.20.30,com,incomplete,yes,75,82,Americas,Europe,128.0855695,187,good
668865,21,16.137.178.12,com,incomplete,yes,170,1,Americas,Asia,75.74339724,93,good
735179,43,106.128.34.19,com,complete,yes,81,81,Asia,Europe,82.52265599,230,good
278101,23,220.70.249.20,com,complete,no,228,20,Asia,Americas,55.21421399,116,good
147998,32,135.167.247.183,com,complete,no,192,40,Americas,Asia,125.5066456,19,good
1106222,20,129.213.219.214,nl,incomplete,yes,163,47,Americas,Americas,43.82972758,123,good
513097,76,125.173.50.117,com,complete,yes,185,-4,Asia,Africa,85.8554769,203,good
863743,30,84.56.101.107,com,complete,yes,102,85,Europe,Americas,210.0251195,168,good
743362,51,86.119.178.20,org,complete,no,167,34,Europe,Oceania,232.2810789,1379,good
680023,47,147.158.88.126,com,complete,yes,85,91,Asia,Africa,358.441575,1954,good
959295,32,94.123.77.42,com,complete,no,565,391,Asia,Europe,124.5183711,51,bad
1043439,25,200.17.248.96,org,complete,yes,241,67,Americas,Oceania,350.1637863,927,good
248298,31,155.37.106.42,com,complete,yes,222,48,Americas,Africa,92.20684217,112,good
74470,23,73.214.220.109,com,complete,yes,277,52,Americas,Oceania,197.5660877,197,good
189246,24,221.180.6.42,com,complete,no,242,24,Asia,Africa,320.3446798,1119,good
771241,36,96.160.23.32,org,complete,yes,44,95,Americas,Europe,251.0643036,472,good
1104109,20,209.72.63.160,com,complete,yes,63,39,Americas,Americas,16.20518723,64,good
85135,64,142.50.227.43,com,complete,yes,131,28,Americas,Europe,268.8535798,268,good
196479,27,169.60.177.36,com,incomplete,yes,83,50,Americas,Africa,325.6318504,83,good
813237,32,222.248.81.167,com,complete,no,131,40,Asia,Europe,1.25960649,11,good
988927,39,71.78.157.100,com,complete,no,216,57,Americas,Africa,104.8347454,60,good
1128060,42,54.109.221.41,org,complete,yes,206,81,Americas,Oceania,29.01660793,5,good
248993,27,200.176.14.136,com,complete,yes,62,-28,Americas,Europe,321.7400624,625,good
40577,36,150.159.199.138,org,complete,yes,152,81,Americas,Asia,87.0160926,209,good
234474,26,123.210.115.231,com.hk,incomplete,no,130,32,Oceania,Europe,46.05699009,525,good
498254,32,162.78.94.228,com,complete,yes,122,84,Americas,Americas,112.8623835,460,good
80437,76,78.113.142.54,edu,complete,yes,218,66,Europe,Africa,209.0285919,459,good
795807,32,11.76.218.133,org,complete,yes,236,35,Americas,Asia,255.1450715,139,good
399456,22,2.188.157.64,org,incomplete,yes,173,10,Asia,Oceania,202.4731801,680,good
840765,23,102.191.186.189,com,complete,yes,37,52,Africa,Europe,290.7588174,321,good
522033,32,213.237.60.229,com,complete,no,113,87,Europe,Americas,23.29237277,64,good
706276,55,199.109.198.94,com,complete,yes,134,26,Americas,Asia,87.67648707,242,good
937987,45,110.142.225.65,com,complete,yes,223,23,Oceania,Oceania,273.8830329,695,good
789469,22,221.224.111.131,com,complete,yes,218,28,Asia,Oceania,116.7341848,2242,good
588984,21,133.182.232.248,com,complete,no,250,48,Asia,Americas,88.75890762,1506,good
898485,28,49.67.3.196,com,complete,yes,141,45,Asia,Oceania,14.38843242,18,good
1143614,27,99.58.200.206,com,incomplete,no,80,58,Americas,Africa,153.6253383,116,good
968056,30,21.56.114.93,ca,complete,yes,191,40,Americas,Asia,253.0855148,360,good
1063002,68,158.126.161.52,com,complete,yes,178,68,Europe,Oceania,238.0737238,26,good
516192,24,53.163.57.52,com,complete,yes,221,56,Europe,Americas,87.92361189,308,good
823488,21,6.44.147.229,org,complete,yes,183,39,Americas,Oceania,191.1909473,489,good
889143,22,83.171.41.91,com,complete,yes,103,35,Europe,Asia,160.7637067,377,good
757590,30,118.13.74.223,com.au,complete,yes,240,36,Asia,Africa,23.76833707,21,good
120097,26,220.234.93.39,com,complete,yes,103,26,Asia,Asia,195.2677099,368,good
277998,30,17.74.220.64,org,complete,yes,44,92,Europe,Asia,40.46798493,50,good
643984,40,129.170.214.205,org,complete,yes,163,36,Americas,Europe,194.4271041,264,good
1138805,20,101.17.227.102,com,incomplete,yes,199,48,Asia,Americas,340.7804267,1737,good
1061991,22,64.233.136.187,co.uk,complete,yes,194,39,Americas,Europe,98.15001076,217,good
858637,21,143.43.241.183,com,complete,yes,174,77,Americas,Oceania,35.7136134,25,good
420461,24,82.243.235.239,com,incomplete,no,207,43,Europe,Asia,118.4912994,283,good
1036080,38,169.20.91.132,com,incomplete,yes,241,89,Americas,Europe,32.00446196,228,good
838320,39,73.25.215.88,com,complete,yes,239,44,Americas,Oceania,209.3149963,338,good
854291,26,113.213.218.232,org,complete,yes,143,42,Asia,Asia,341.4593926,129,good
341480,26,89.160.42.33,com,complete,yes,141,71,Europe,Europe,64.71258222,94,good
1047401,26,5.190.31.56,com,complete,yes,149,41,Asia,Africa,252.0963713,689,good
176599,52,12.206.36.53,com,incomplete,no,137,-23,Americas,Africa,330.2998888,954,good
685491,26,99.215.131.113,co.uk,complete,yes,262,45,Americas,Oceania,281.5575482,270,good
445191,41,26.210.216.203,com,complete,yes,139,38,Americas,Americas,362.6774141,591,good
